20200208,浦东,曹路,小巧的户型，温馨的家，采光充足，居住舒适。必看好房,219万,1室1厅 | 56.29平米 | 南 | 精装 | 中楼层(共24层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-ea119e69-8eff-41f4-848a-3e783d52f7e8.jpg.296x216.jpg
20200208,浦东,曹路,可拎包入住、本小区少见的电梯三房、卖一套少一套,450万,3室2厅 | 102.16平米 | 南 | 精装 | 中楼层(共11层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_nIQ39pQGA_1.jpg.296x216.jpg
20200208,浦东,曹路,此房楼层好采光好，带大飘窗，户型方正,255万,2室1厅 | 65平米 | 南 北 | 简装 | 中楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_BsdTWSGIS_1.jpg.296x216.jpg
20200208,浦东,曹路,高关注度好房，众望所归的：省钱、省心！业主诚意急卖,329万,2室2厅 | 86.69平米 | 东 东南 南 北 东北 | 精装 | 低楼层(共11层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_gtHzEsnnA_1.jpg.296x216.jpg
20200208,浦东,曹路,精装南北大两房，近9号地铁顾唐路站，满五年唯一！,350万,2室2厅 | 84平米 | 南 | 精装 | 低楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-b030b62f-9f63-48b6-bbd9-9aa9f4e102bb.jpg.296x216.jpg
20200208,浦东,曹路,阳光苑57.99平一室一厅诚心出售，业主诚心,215万,1室1厅 | 57.99平米 | 南 | 简装 | 中楼层(共6层) | 1999年建 | 板楼,https://image1.ljcdn.com/310000-inspection/059a9b30-0b68-4482-a84e-b4ce02200158.jpg.296x216.jpg
20200208,浦东,曹路,自住精装的小三房 位于中层需求量大 看房方便随时联系,300万,3室1厅 | 86平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-761b6cb6-383b-4398-b3de-f90a738b5022.png.296x216.jpg
20200208,浦东,曹路,河滨城市花园 3室1厅 510万,510万,3室1厅 | 113.77平米 | 南 | 简装 | 低楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-332a613c-b445-4414-90a2-9bf7a298e081.jpg.296x216.jpg
20200208,浦东,曹路,丰舍东苑大两房，不靠马路，楼层好，采光足,370万,2室2厅 | 86.24平米 | 南 | 精装 | 中楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-e2e937a1-340d-4751-99f2-5b60636d4755.jpg.296x216.jpg
20200208,浦东,曹路,丰舍西苑精装两房+满五唯一+交通便利+采光好,305万,2室1厅 | 72.23平米 | 南 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Hjo39gGRz_1.jpg.296x216.jpg
20200208,浦东,曹路,两房顶楼 ，户型方正商品房，值得你的选择。,290万,2室1厅 | 71.16平米 | 南 北 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_arG1VItMS_1.jpg.296x216.jpg
20200208,浦东,曹路,一首动迁税费低 位置好  户型方正 诚意卖 毛坯好改,275万,2室1厅 | 75.42平米 | 南 | 毛坯 | 高楼层(共14层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_LcnQPN0e2_1.jpg.296x216.jpg
20200208,浦东,曹路,河滨城市花园 4室2厅 490万,490万,4室2厅 | 83.5平米 | 南 | 精装 | 高楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_EivQI58LS_1.jpg.296x216.jpg
20200208,浦东,曹路,西苑中装南北一房房，楼层好，位置佳，挥泪出售,212万,1室2厅 | 49.4平米 | 南 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_pafprlkxu_1.jpg.296x216.jpg
20200208,浦东,曹路,河滨城市花园电梯两房出售，采光好，业主诚心,430万,2室1厅 | 92.92平米 | 南 | 简装 | 中楼层(共11层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_bRbf0JrIZ_1.jpg.296x216.jpg
20200208,浦东,曹路,此房南北户型，中等装修，适合年轻人居住，看房预约,372万,2室2厅 | 95.51平米 | 南 北 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_RwODNRbTc_1.jpg.296x216.jpg
20200208,浦东,曹路,金领国际 两室两厅大两房 户型整齐正气！,330万,2室2厅 | 88.9平米 | 南 | 简装 | 11层 | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_OGcHLuC2h_1.jpg.296x216.jpg
20200208,浦东,曹路,品质小区 环境优 交通便利 生活配套完善,360万,2室1厅 | 90.82平米 | 南 | 简装 | 低楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_uccWCniug_1.jpg.296x216.jpg
20200208,浦东,曹路,双南大两房，楼层好，位置佳，出行便利,280万,2室1厅 | 88.05平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_lMsThEArT_1.jpg.296x216.jpg
20200208,浦东,曹路,满五唯一，近地铁，业主急售，看中可谈，改善三房,258万,3室1厅 | 88平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-3e707af5-c641-4b81-8412-d836665a2f93.jpg.296x216.jpg
20200208,浦东,曹路,阳光苑精装3房户型方正中间位置采光好,330万,3室2厅 | 92.03平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_8Gsqn4qWz_1.jpg.296x216.jpg
20200208,浦东,曹路,三个阳台 精装！高关注度好房，众望所归的：业主急售,405万,2室2厅 | 91.78平米 | 南 北 | 精装 | 中楼层(共11层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-b8ea4e4d-25a3-4f63-a69f-99a51d4e542b.jpg.296x216.jpg
20200208,浦东,曹路,诚心出售，全南三房，少有户型，直接入住,340万,3室1厅 | 94.31平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-314a028b-421f-4a9d-b4e1-0521b40b0c06.jpg.296x216.jpg
20200208,浦东,曹路,三个阳台 精装！高关注度好房，众望所归的，好房。,390万,3室2厅 | 92.38平米 | 南 西南 西 西北 北 | 精装 | 低楼层(共11层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_KCvpAhUXV_1.jpg.296x216.jpg
20200208,浦东,曹路,房子户型不错，交通便利，近上川路，配套齐全生活方便,349万,3室1厅 | 98平米 | 南 北 | 精装 | 低楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-f00f141e-a68d-4506-bc9a-c76ecd9fe175.jpg.296x216.jpg
20200208,浦东,曹路,城中寻房千百度 漠然回首 此房就在灯火阑珊处,274.5万,2室1厅 | 74.72平米 | 南 | 毛坯 | 中楼层(共5层) | 2013年建 | 板楼,
20200208,浦东,曹路,婚房花了20万装修，户型好，买来省心好多，欢迎看房,310万,2室2厅 | 87.54平米 | 南 | 精装 | 低楼层(共11层) | 2012年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-b2786228-7d20-4fdc-bdb9-c246a64ebe8b.jpg.296x216.jpg
20200208,浦东,曹路,房型方正，2加1的小3房，诚心出售，采光充足,420万,3室1厅 | 88.79平米 | 南 | 简装 | 低楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-a1ec55f3-90ae-4798-abab-05d7e53de7bd.jpg.296x216.jpg
20200208,浦东,曹路,金领国际全明南北通户型业主置换诚心卖！,330万,2室2厅 | 89.8平米 | 南 | 精装 | 高楼层(共11层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-d9fa9ab4-6662-49d1-a2e7-ab5c7561103e.jpg.296x216.jpg
20200208,浦东,曹路,佳伟景苑，南北两房，楼层好，位置佳，业主诚心出售,280万,2室1厅 | 73.99平米 | 南 | 毛坯 | 中楼层(共6层) | 2013年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/a78fecc8-9834-4538-aaab-8355f582cbae.png.296x216.jpg
20200208,浦东,曹路,精装修，一梯两户 楼层好，采光充足，居住舒适，动迁,322万,2室2厅 | 81.54平米 | 南 | 精装 | 高楼层(共6层) | 2009年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/6d9df789-ceb9-44be-a97b-50763b17c2ae.png.296x216.jpg
20200208,浦东,曹路,大一房两厅,户型方正，2004年商品房。环境优美,255万,2室1厅 | 65.09平米 | 南 北 | 简装 | 高楼层(共6层) | 2004年建 | 板楼,
20200208,浦东,曹路,9号线顾唐路站，满五年唯一，无个税，户型方正！,450万,2室2厅 | 90.5平米 | 南 北 | 简装 | 中楼层(共9层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-252761ba-fa21-441a-b949-848e145b4585.jpg.296x216.jpg
20200208,浦东,曹路,近民雷路地铁的小三房，多层的三楼，业主诚意出售！,270万,3室1厅 | 84.68平米 | 南 | 简装 | 中楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/28bdb6e1-a300-431c-bde4-ce86a82a7019.png.296x216.jpg
20200208,浦东,曹路,万科第五园 4室2厅 1740万,1740万,4室2厅 | 291.18平米 | 南 北 | 其他 | 3层 | 2011年建 | 板楼 | 双拼别墅,
20200208,浦东,曹路,一手动迁 南北户型 采光通风好 距离商场近 购物方便,275万,2室1厅 | 73.99平米 | 南 | 精装 | 低楼层(共6层) | 2013年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/8ba2c6c2-cb25-4ab6-ab03-6f18935f5672.png.296x216.jpg
20200208,浦东,曹路,满五且唯一的毛坯两房，近地铁，带相同面积地下室！,400万,2室2厅 | 92.96平米 | 南 | 毛坯 | 低楼层(共11层) | 2006年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20161122/8fa36b7e-7f77-4829-bd35-f69a5137516a.jpg.296x216.jpg
20200208,浦东,曹路,美地芳邻苑精装3房1楼带小院 小区环境好 业主诚心出售,530万,3室2厅 | 116.78平米 | 南 北 | 精装 | 低楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/05ef0cbd-c189-49e8-842f-e625049e55b5.jpg.296x216.jpg
20200208,浦东,曹路,龚华新村3房1厅，两房的价格买三房，欢迎看房,280万,3室1厅 | 87.98平米 | 北 | 毛坯 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20171111/98cb012c-4cee-4b55-b9a2-764f38bc246e.jpg.296x216.jpg
20200208,浦东,曹路,中层 大三房 两卫生间 一手动迁 税费少，价格可谈,425万,3室2厅 | 129.91平米 | 南 | 毛坯 | 中楼层(共5层) | 2007年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20171103/6a131d9d-5616-4da3-b419-c28feab5b3c5.jpg.296x216.jpg
20200208,浦东,曹路,万科蓝山联排别墅，近地铁，业主诚意，预约看房。,1400万,4室2厅 | 246.35平米 | 南 | 精装 | 3层 | 2004年建 | 板楼 | 联排别墅,https://image1.ljcdn.com/310000-inspection/f9a782da-e8cd-431a-9b10-3be73f466e61.jpg.296x216.jpg
20200208,浦东,曹路,丰舍东苑三房两厅一厨两卫，商品房，看房提前联系,465万,3室2厅 | 119.75平米 | 南 | 毛坯 | 高楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170111/601587e8-4440-45e8-bf8c-b20710c9f70e.jpg.296x216.jpg
