20200208,浦东,三林,近三林印象城，11号地铁沿线，电梯房景观楼层，满五年必看好房,457万,2室2厅 | 83.37平米 | 南 | 简装 | 中楼层(共18层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_JcCGNzCLn_1.jpg.296x216.jpg
20200208,浦东,三林,高区景观，得房率高，户型正气,满五唯一,435万,2室1厅 | 79.1平米 | 南 | 精装 | 高楼层(共12层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/144ab2fa-662c-47d2-a000-d6132938634b_1000.jpg.296x216.jpg
20200208,浦东,三林,C户型，附8平米，满五年，精装修，随时看房，急售,445万,2室2厅 | 88.12平米 | 南 | 精装 | 低楼层(共18层) | 2011年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_DvxrJDnGQ_1.jpg.296x216.jpg
20200208,浦东,三林,环球翡翠湾 品质小区 万科管理  南北三房 近地铁房主自荐,750万,3室2厅 | 125.78平米 | 南 | 简装 | 高楼层(共18层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_IEriFPaMF_1.jpg.296x216.jpg
20200208,浦东,三林,2013年次新房小区一手动迁+总高18层中楼层+景观位置,505万,3室2厅 | 97平米 | 南 | 精装 | 低楼层(共18层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_2SVDGB90d_1.jpg.296x216.jpg
20200208,浦东,三林,三林精装两房，南北格局，交通便利，生活配套齐全,349万,2室1厅 | 61平米 | 南 | 精装 | 低楼层(共6层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_AjfRm7rwz_1.jpg.296x216.jpg
20200208,浦东,三林,11号地铁三林东，配套齐全，小户型总价低刚需房房主自荐,296.8万,2室2厅 | 57.09平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_53ONIyIUa_1.jpg.296x216.jpg
20200208,浦东,三林,100平大露台，三房朝南两梯两户样板房，前后无遮挡,685万,3室2厅 | 121.02平米 | 南 | 简装 | 低楼层(共18层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_3vr2Bfxqx_1.jpg.296x216.jpg
20200208,浦东,三林,南北两房，户型方正，楼层好，看房方便,330万,2室1厅 | 62.34平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_aS3DAC30M_1.jpg.296x216.jpg
20200208,浦东,三林,近地铁，上学方便，配套齐全，近前滩，潜力巨大,345万,2室1厅 | 74.42平米 | 南 | 其他 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_AcuOSyk6f_1.jpg.296x216.jpg
20200208,浦东,三林,南北双阳台，全明户型，二楼带100平露台空间利用佳房主自荐,820万,4室2厅 | 147.29平米 | 南 北 | 精装 | 低楼层(共18层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_aA88OlVF4_1.jpg.296x216.jpg
20200208,浦东,三林,品质小区 次新房  户型方正+15㎡  满五唯一  拎包即住房主自荐,660万,3室2厅 | 89.46平米 | 南 | 精装 | 中楼层(共11层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_lNcFF95qk_1.jpg.296x216.jpg
20200208,浦东,三林,业主诚意出售，邻11号线，拎包入住。,340万,2室1厅 | 69.88平米 | 西 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_4Hr9QuEY3_1.jpg.296x216.jpg
20200208,浦东,三林,中海国企 次新房 前滩辐射区  小区花园位置  高区景观,435万,2室2厅 | 87.22平米 | 南 | 精装 | 高楼层(共20层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_lLCELx8Tm_1.jpg.296x216.jpg
20200208,浦东,三林,双南两房，中间楼层，一手动迁满五唯一，业主诚意,405万,2室1厅 | 72.1平米 | 南 | 精装 | 中楼层(共12层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_MPzsDg5Nm_1.jpg.296x216.jpg
20200208,浦东,三林,杉林新月商品房，双南户型，景观楼层，位置好房主自荐,477万,2室2厅 | 83.33平米 | 南 | 精装 | 中楼层(共23层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_JRm9aZFqQ_1.jpg.296x216.jpg
20200208,浦东,三林,2013年次新房小区+一手动迁+车位配比1：0.9+户型方正,498万,3室2厅 | 94.22平米 | 南 | 简装 | 中楼层(共14层) | 2012年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_lVDq77pTW_1.jpg.296x216.jpg
20200208,浦东,三林,凌兆新村(凌兆路285弄) 2室1厅 335万,335万,2室1厅 | 66.9平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_P0wPrDNKG_1.jpg.296x216.jpg
20200208,浦东,三林,一楼大花园30平，税费少，地铁近，户型正，采光好。,530万,3室2厅 | 115.92平米 | 南 | 精装 | 低楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_IesvEbInm_1.jpg.296x216.jpg
20200208,浦东,三林,紧靠前滩 全明婚装小两房 地铁6.8号线双轨交汇处,280万,2室1厅 | 60.93平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_qLpcwnMSk_1.jpg.296x216.jpg
20200208,浦东,三林,经典三房，中间楼层，位置好，6.8.11号线三轨交汇,400万,3室1厅 | 81.85平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_vUbnJl25p_1.jpg.296x216.jpg
20200208,浦东,三林,此房业主自住精装修保养好，房屋装修设计入住体验好,830万,4室2厅 | 149.1平米 | 南 北 | 精装 | 中楼层(共18层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_q2tqSddpY_1.jpg.296x216.jpg
20200208,浦东,三林,此房小区中间位置，楼层好，采光好，,395万,2室1厅 | 73.05平米 | 南 | 精装 | 中楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_HQmVnLb26_1.jpg.296x216.jpg
20200208,浦东,三林,满五年唯一，南北通户型，位置好,390万,2室1厅 | 70.96平米 | 南 | 简装 | 低楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_8MQnhLZNg_1.jpg.296x216.jpg
20200208,浦东,三林,全明户型 前滩板块 双轨交汇 税费少 静谧舒适,329万,2室1厅 | 75.97平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_KkzXF9Jfu_1.jpg.296x216.jpg
20200208,浦东,三林,永泰花苑新出优-=质两房，户型正气，视野开阔，无遮挡,388万,2室1厅 | 73.05平米 | 南 | 简装 | 中楼层(共11层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_HXLeFpbE8_1.jpg.296x216.jpg
20200208,浦东,三林,动迁满五年唯一，6楼有阁楼未做，毛坯房,417万,3室2厅 | 97.51平米 | 南 北 | 毛坯 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_s75JgxbFm_1.jpg.296x216.jpg
20200208,浦东,三林,一手动迁+税费少+花园位置+中间楼层,360万,2室1厅 | 64.02平米 | 南 | 简装 | 中楼层(共6层) | 1998年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_3nnZqADm6_1.jpg.296x216.jpg
20200208,浦东,三林,满五年唯一，高区景观房，距11号三林东站1100米,350万,1室1厅 | 62.7平米 | 南 | 精装 | 中楼层(共12层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Pc3b0mp91_1.jpg.296x216.jpg
20200208,浦东,三林,邻11号线，户型方正，大两房，业主诚意出售。,335万,2室2厅 | 79.21平米 | 南 | 简装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_O88Y6ZbCV_1.jpg.296x216.jpg
20200208,浦东,三林,小区前排位置、离地铁500米、单价低,420万,2室2厅 | 80.73平米 | 南 | 精装 | 中楼层(共5层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_FS49OZNMt_1.jpg.296x216.jpg
20200208,浦东,三林,五楼中间楼层，楼间距宽采光充足，业主诚意出售。,290万,1室1厅 | 52平米 | 南 | 简装 | 低楼层(共18层) | 2012年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_S768yeC5W_1.jpg.296x216.jpg
20200208,浦东,三林,新上房源 东边套大三房 中间层 自如装修 看房提前联系,430万,3室1厅 | 93平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_NIuoCdNku_1.jpg.296x216.jpg
20200208,浦东,三林,邻11号线 出行便利 可拎包入住 看房随时,348万,2室2厅 | 72.25平米 | 南 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-84d69749-e7f8-47b9-b580-2bbfa701b326.jpg.296x216.jpg
20200208,浦东,三林,11号线 3+1户型 商品房小区 中环地段 南北.通透格局,600万,4室2厅 | 127.43平米 | 南 北 | 精装 | 高楼层(共6层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-24d28518-9031-4de9-a91a-9e65f981a367.png.296x216.jpg
20200208,浦东,三林,南北两房，业主诚意出售，满五唯一，装修保养好，急,570万,2室1厅 | 85.11平米 | 南 | 精装 | 16层 | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_4tZCii2A1_1.jpg.296x216.jpg
20200208,浦东,三林,2013年次新房，品质小区，超高享受,529万,2室2厅 | 82.42平米 | 南 北 | 精装 | 低楼层(共11层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-67a51275-edfb-4048-b163-b5ebd054f36f.png.296x216.jpg
20200208,浦东,三林,三林特色楼盘 大平层 使用面积大 景观楼层,970万,5室2厅 | 165.22平米 | 南 | 精装 | 中楼层(共17层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-057cabb9-828b-44ee-8ffb-ced859304e4f.jpg.296x216.jpg
20200208,浦东,三林,税费没有幼儿园到中.学全南户型两条地铁前滩辐射房主自荐,535万,2室2厅 | 81.25平米 | 南 | 精装 | 11层 | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_1peWhT7wL_1.jpg.296x216.jpg
20200208,浦东,三林,金橘南北户型两房 一手动迁免增值税 装修好 采光好,550万,2室2厅 | 85.11平米 | 南 | 精装 | 16层 | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-04c9efff-3870-40bb-9403-03e355925d73.png.296x216.jpg
20200208,浦东,三林,中高楼层，次新房，附14.5平，南北通,675万,3室2厅 | 87.9平米 | 南 | 精装 | 中楼层(共12层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_LKlKXvDIp_1.jpg.296x216.jpg
20200208,浦东,三林,清幽整洁 草长莺飞 爱的港湾 家的温暖房主自荐,530万,3室2厅 | 121.57平米 | 南 | 简装 | 低楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Vqlxvf7GD_1.jpg.296x216.jpg
20200208,浦东,三林,11号地铁三林东，配套齐全，低总价刚需房 南北通,345万,2室1厅 | 71.5平米 | 南 | 毛坯 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-1e48ffff-29f1-4f54-9a15-02a43bb31eb4.jpg.296x216.jpg
20200208,浦东,三林,前滩辐射区11号线6号线沿线位置好精装电梯3房车位充足,1050万,3室2厅 | 129.9平米 | 南 北 | 精装 | 中楼层(共14层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_02KSl9jfB_1.jpg.296x216.jpg
20200208,浦东,三林,中环地段11号线地铁沿线，满五唯一，三房两卫三飘窗,518万,3室2厅 | 120.88平米 | 南 | 精装 | 中楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_7qDVMjy8E_1.jpg.296x216.jpg
20200208,浦东,三林,双南户型 客厅宽敞明亮，一梯两户，业主诚意出售,330万,2室1厅 | 75.79平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-a8b09057-b795-4814-a19e-4a0736740592.jpg.296x216.jpg
20200208,浦东,三林,近前滩 精装修 自住保养的很好 看房方便可以拎包入住,385万,2室2厅 | 83.73平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/7d19f6bc-1934-4be9-82c0-d456644d9066_1000.jpg.296x216.jpg
20200208,浦东,三林,精装修，自住保养的很好，看房方便，可以拎包入住,328万,2室1厅 | 72.9平米 | 南 北 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/905d7e31-0f77-4ad0-ac77-661325bae44e_1000.jpg.296x216.jpg
20200208,浦东,三林,前滩板块，简单装修，自住保养的很好，看房方便,333万,2室1厅 | 72.76平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_xV67qjsxV_1.jpg.296x216.jpg
20200208,浦东,三林,紧靠前滩   带阁楼  6、8号线交汇   诚意出售,445万,3室1厅 | 93.12平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-b7620277-697e-4b28-8de3-75de25014608.jpg.296x216.jpg
20200208,浦东,三林,前滩板块，三轨交通，双南精装，满五唯一，价格可谈,299万,2室1厅 | 67.5平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-a2aeb21e-85f8-4e9b-ad0a-d693eb5c5837.jpg.296x216.jpg
20200208,浦东,三林,明丰花园   南北通 近地铁  配套全  接地气,465万,2室2厅 | 84.34平米 | 南 | 精装 | 低楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-f54f741b-7eb6-4953-a084-10bb67c9bd2a.jpg.296x216.jpg
20200208,浦东,三林,前滩低总价三房，适合改善，刚需，投.资，看房方便,390万,3室1厅 | 93.73平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-22189880-47e5-4329-b33e-3d92db4f6257.jpg.296x216.jpg
20200208,浦东,三林,11号线沿线 品质小区 精装大一房 装修保养好,430万,1室2厅 | 70.67平米 | 南 | 精装 | 低楼层(共18层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-fe82f858-a669-4564-bdae-ddff5521e52c.jpg.296x216.jpg
20200208,浦东,三林,13年次新房 精装拎包入住 户型正气 近地铁11号线,455万,1室2厅 | 67.32平米 | 南 | 精装 | 高楼层(共12层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_isJxqmZCM_1.jpg.296x216.jpg
20200208,浦东,三林,前滩cbd板块 地铁6号8号线 双南格局，户型方正,358万,2室1厅 | 70.19平米 | 南 | 毛坯 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-6faa7d94-2d5e-4bd8-8ed3-b365d9e46937.png.296x216.jpg
20200208,浦东,三林,紫气东来 明丰花园 板正两房 诚意出售,490万,2室2厅 | 102.56平米 | 南 | 精装 | 低楼层(共11层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-f7486ee1-3c2c-40ec-9a58-7f43384238f6.jpg.296x216.jpg
20200208,浦东,三林,凌兆新村 精装3房 高楼层 诚意出售 看房方便,365万,3室1厅 | 81.85平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-362a2f73-20aa-407d-a007-21e8b89fc3bc.jpg.296x216.jpg
20200208,浦东,三林,新上南北大两居 业主诚心出售 看房方便,375万,2室1厅 | 80.43平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-d0e44981-5032-44cf-852c-e87a2432751b.jpg.296x216.jpg
20200208,浦东,三林,中间楼层，全明户型，交通便利。,335万,2室1厅 | 68.13平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-76b4f7ca-81b5-4606-8c68-bf5396d1b833.jpg.296x216.jpg
20200208,浦东,三林,紧靠前滩  地铁6.8号线双轨交汇  双南全明户型,405万,2室2厅 | 86.49平米 | 南 | 精装 | 低楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-1ed693c9-bf7f-4fc6-abe1-7bd6513948cd.jpg.296x216.jpg
20200208,浦东,三林,近地铁，带阁楼，精装修，中环外环之间,306万,2室1厅 | 56.78平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-c30094bc-9b66-4321-99a6-fbcbf7f14ec9.jpg.296x216.jpg
20200208,浦东,三林,前滩板块小区中间 中间楼层，总价低，配套齐全,248万,1室1厅 | 49.5平米 | 南 | 毛坯 | 中楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ShkW4d7S8_1.jpg.296x216.jpg
20200208,浦东,三林,满五唯一 税费少 房型方正  位置安静 诚意出售,280万,1室1厅 | 59.02平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/83817a58-645d-440c-b57a-fc483063530e_1000.jpg.296x216.jpg
20200208,浦东,三林,双轨交通， 产权清晰，到价签字,300万,2室1厅 | 59.49平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/0b2cd583-bff1-4abf-b02f-e8c1206e59fc_1000.jpg.296x216.jpg
20200208,浦东,三林,近地铁11号线，配套商场金谊广场和三林印象城,355万,2室1厅 | 72.19平米 | 南 | 简装 | 低楼层(共5层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-91b987a5-7c24-4a80-a100-0b4d665f5e7e.jpg.296x216.jpg
20200208,浦东,三林,前滩辐射，双朝阳卧室，交通便利！,338万,2室1厅 | 68.59平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-6627b081-654c-4b53-b1bf-d56421abe941.jpg.296x216.jpg
20200208,浦东,三林,双南 户型，一梯两户，诚意出售，近地铁,328万,2室1厅 | 72.1平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-24d48b7a-36cc-4d6e-981e-ce874c4cc696.jpg.296x216.jpg
