20200208,浦东,北蔡,满五唯一税费少！单价低总价也低！房东诚意出售！必看好房,400万,3室1厅 | 118.69平米 | 南 | 简装 | 低楼层(共22层) | 1998年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_lDyJkmqzF_1.jpg.296x216.jpg
20200208,浦东,北蔡,一梯两户，满五唯一，地铁口，诚意出售,348万,2室1厅 | 71.56平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_bBLQjlATj_1.jpg.296x216.jpg
20200208,浦东,北蔡,一手动迁无增值税 高区采光好无遮挡 花木街道近地铁,460万,3室1厅 | 92.41平米 | 南 北 | 简装 | 高楼层(共5层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_sh9zEb3i7_1.jpg.296x216.jpg
20200208,浦东,北蔡,满五年唯一 小区央座采光好 位置安静，地铁7号线出现,218万,1室1厅 | 44.07平米 | 南 北 | 简装 | 中楼层(共5层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_5EmtUjiHM_1.jpg.296x216.jpg
20200208,浦东,北蔡,近龙阳路+满五唯一+房东急售+小区央位+少有户型房主自荐,243万,1室1厅 | 53.06平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_K7iqcyGHZ_1.jpg.296x216.jpg
20200208,浦东,北蔡,二期高区带大阳台的1房少有出售，离地铁近出行便捷！,485万,1室1厅 | 54.82平米 | 南 | 精装 | 高楼层(共18层) | 2001年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_AObmXVuYj_1.jpg.296x216.jpg
20200208,浦东,北蔡,此房满五不唯一，多层的三楼，户型全明，诚意出售,435万,2室1厅 | 87.04平米 | 南 | 精装 | 中楼层(共7层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Y9OkPsD9x_1.jpg.296x216.jpg
20200208,浦东,北蔡,满五年唯一，无个税，大两房，近2号线龙阳路地铁站,390万,2室1厅 | 81.45平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_99YxaroWM_1.jpg.296x216.jpg
20200208,浦东,北蔡,税费各付，非顶楼，可拎包入住，地铁7号线13号线，,250万,2室1厅 | 50.81平米 | 南 | 精装 | 高楼层(共7层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_rAvCbeBeQ_1.jpg.296x216.jpg
20200208,浦东,北蔡,满五唯一 中间楼层 交通便捷 楼层好 近龙阳路地铁站,230万,1室1厅 | 48.75平米 | 南 | 简装 | 低楼层(共7层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_PN2SNVaAo_1.jpg.296x216.jpg
20200208,浦东,北蔡,内中环地段  满五唯一 双轨交通  配套齐全  业主急售,385万,2室2厅 | 82.39平米 | 南 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_QUJwC1AJg_1.jpg.296x216.jpg
20200208,浦东,北蔡,鹏海西区优质全明两房，交通方便，配套完善。,322万,2室1厅 | 61.03平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_g3i4l0tgJ_1.jpg.296x216.jpg
20200208,浦东,北蔡,满五唯一，2楼，俩房朝南，7号线500米，业主诚意出售,350万,2室1厅 | 70.37平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_fTzFaOzI7_1.jpg.296x216.jpg
20200208,浦东,北蔡,满二业主诚意出租 南北通透交通便利,280万,2室1厅 | 57.34平米 | 南 北 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_AKDSIFXnW_1.jpg.296x216.jpg
20200208,浦东,北蔡,老业主已经置好房产急售+一梯两户+小区环境好+高层高,580万,2室2厅 | 84.89平米 | 南 | 精装 | 低楼层(共6层) | 1998年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_MzS7RNR2u_2.jpg.296x216.jpg
20200208,浦东,北蔡,2003年+一梯两户+两房朝南+车位充足+无增值税,300万,2室1厅 | 62.53平米 | 南 | 简装 | 高楼层(共6层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_dktuTQ5eA_1.jpg.296x216.jpg
20200208,浦东,北蔡,2000年商品房公园位置 前面是公园采光开阔没有遮挡,440万,2室2厅 | 87.59平米 | 南 | 简装 | 低楼层(共6层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_iv3LYMTxA_1.jpg.296x216.jpg
20200208,浦东,北蔡,满五唯一 电梯房 楼层高层 采光好,320万,1室1厅 | 62.32平米 | 南 | 简装 | 高楼层(共18层) | 1995年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_gKnDS16B0_1.jpg.296x216.jpg
20200208,浦东,北蔡,精装修 可拎包入住 高层景观房 采光好 交通便捷,260万,1室1厅 | 47.39平米 | 南 | 简装 | 高楼层(共5层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_0Rw6neRMt_1.jpg.296x216.jpg
20200208,浦东,北蔡,精装修，双南户型，光照充足，诚意出售！,409万,1室1厅 | 58.13平米 | 南 | 简装 | 中楼层(共6层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_GVI47qfNW_2.jpg.296x216.jpg
20200208,浦东,北蔡,房改售房 满五年 没有增值税，生活交通便利,300万,2室1厅 | 60.01平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_FIL4KYekN_1.jpg.296x216.jpg
20200208,浦东,北蔡,一手动迁+10楼次顶层+ 通透两卫三房全明双轨7、13号线,815万,3室2厅 | 126.74平米 | 南 | 精装 | 高楼层(共11层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_1QEf1QodI_1.jpg.296x216.jpg
20200208,浦东,北蔡,悦豪斯  双楠户型+小书房   楼层好  采光充足,608万,1室2厅 | 67.36平米 | 南 | 精装 | 中楼层(共17层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_VN9VKvGxF_1.jpg.296x216.jpg
20200208,浦东,北蔡,中环内商品房，户型方正，中间楼层,460万,2室1厅 | 88.78平米 | 南 | 简装 | 中楼层(共6层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_QiN4h32Rm_1.jpg.296x216.jpg
20200208,浦东,北蔡,悦豪斯2+1必看好房+人车分流+全屋地暖+产权车位另算,720万,2室2厅 | 86.92平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_YkbtlyB2m_1.jpg.296x216.jpg
20200208,浦东,北蔡,两年精装修 采光好、视野好  房子敞亮房主自荐,355万,2室1厅 | 72.91平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_qUuyvaNfq_1.jpg.296x216.jpg
20200208,浦东,北蔡,中环内+地铁口+全明户型+满五年唯一+精装修,255万,1室1厅 | 48.69平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_CAakpbWgL_1.jpg.296x216.jpg
20200208,浦东,北蔡,紫竹轩 2室2厅 560万房主自荐,560万,2室2厅 | 102.74平米 | 南 | 精装 | 中楼层(共6层) | 2001年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_RnXCNJ1Jw_1.jpg.296x216.jpg
20200208,浦东,北蔡,绿川馨康苑 2室1厅 480万,480万,2室1厅 | 84.39平米 | 南 | 精装 | 中楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_M9WOVtdq8_1.jpg.296x216.jpg
20200208,浦东,北蔡,中环内 满五唯一 全明双南两房 近地铁莲溪路站,358万,2室1厅 | 72.66平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_LykgZo2E4_1.jpg.296x216.jpg
20200208,浦东,北蔡,房改售房满五唯一税费少高区景观非顶楼诚意出售,210万,1室1厅 | 39.58平米 | 南 | 简装 | 高楼层(共7层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_rIZEsmtbN_1.jpg.296x216.jpg
20200208,浦东,北蔡,新上好房  一梯两户 双南全明户型  税费低 随时看房,315万,2室1厅 | 73.24平米 | 南 | 简装 | 低楼层(共6层) | 1999年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_mH5uHqaoI_1.jpg.296x216.jpg
20200208,浦东,北蔡,13线地铁陈春路450米，满五唯一，精层好，交通便利,227万,1室1厅 | 47.05平米 | 南 | 精装 | 低楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_1S3uWGeQf_1.jpg.296x216.jpg
20200208,浦东,北蔡,满五唯一，五年婚房装修，13号线陈春路400米,372万,2室1厅 | 72.59平米 | 南 | 精装 | 低楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_NsYVg4RjQ_1.jpg.296x216.jpg
20200208,浦东,北蔡,绿地精工复式，婚房装修，落地窗+露台，13号线,670万,3室2厅 | 121.88平米 | 南 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-a1dc2424-4ead-4664-b4fb-189c29ac8a7c.jpg.296x216.jpg
20200208,浦东,北蔡,高区三房  采光好 满五唯一  税费少,435万,3室1厅 | 102.45平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ggvrh67DF_1.jpg.296x216.jpg
20200208,浦东,北蔡,售后公房没有增值税 精装修即可拎包入住 带双天井,375万,2室2厅 | 72.56平米 | 南 | 简装 | 低楼层(共7层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_oO1Zrdicx_1.jpg.296x216.jpg
20200208,浦东,北蔡,客厅朝南，主卧朝南，餐厅厨房朝北，视野开阔。,540万,2室1厅 | 89.91平米 | 南 | 简装 | 6层 | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_4m7vmJIrO_1.jpg.296x216.jpg
20200208,浦东,北蔡,此房满五年唯一 采光充足 视野宽阔 南北通格局,660万,3室2厅 | 111.11平米 | 南 | 简装 | 中楼层(共5层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_qeYAF5d8H_1.jpg.296x216.jpg
20200208,浦东,北蔡,此房房型方正，三室朝南，交通便利，室内配套齐全,1218万,3室1厅 | 133.71平米 | 南 | 精装 | 低楼层(共19层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_8uCDFrX0J_1.jpg.296x216.jpg
20200208,浦东,北蔡,近13号陈春路站，户型方正，采光好视野佳。,549万,2室1厅 | 85.76平米 | 南 | 简装 | 17层 | 2010年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_50gZx0U3y_1.jpg.296x216.jpg
20200208,浦东,北蔡,一手动迁，满五唯一，双轨交通，多层二楼，刚需小三房,415万,3室1厅 | 86平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_AhMlMoqC5_1.jpg.296x216.jpg
20200208,浦东,北蔡,房子是自住的保养的好 不靠路 小区中间位置 看房方便,460万,3室1厅 | 96.07平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_wEDuyv0pI_1.jpg.296x216.jpg
20200208,浦东,北蔡,金钻楼层，小区中间位置，自住精装修，业主诚意售房,830万,3室2厅 | 127.27平米 | 南 | 精装 | 中楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_o9khiy1oZ_1.jpg.296x216.jpg
20200208,浦东,北蔡,连波路228弄 精装修  抢手户型两房,348万,2室1厅 | 61.23平米 | 南 北 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_8fKxNiVfH_1.jpg.296x216.jpg
20200208,浦东,北蔡,楼层好 得房率高 实惠三房 房东诚意出售,458万,3室1厅 | 92平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_qHq13Ug3W_1.jpg.296x216.jpg
20200208,浦东,北蔡,婚房装修  中间位置    近地铁  满五唯一  税费少,310万,2室1厅 | 58.61平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_mfSNDcVbf_1.jpg.296x216.jpg
20200208,浦东,北蔡,此房两房朝南楼层好，视野宽阔采光充足。,450万,3室2厅 | 99.41平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_KgYavHcZc_1.jpg.296x216.jpg
20200208,浦东,北蔡,全明东边套 户型正气 楼层佳 自住,530万,3室1厅 | 96.34平米 | 南 | 简装 | 高楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_coy840a29_1.jpg.296x216.jpg
20200208,浦东,北蔡,09年次新小区，环境优雅，近地铁300m，交通便利,540万,2室1厅 | 89.62平米 | 南 | 精装 | 6层 | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_a1UWiqB32_1.jpg.296x216.jpg
