20200208,浦东,世博,视野宽阔，采光充足，交通便利，配套齐全必看好房,363万,3室0厅 | 66.41平米 | 南 | 简装 | 高楼层(共6层) | 1983年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-291e8560-2904-41af-a71e-0cb192ddf755.jpg.296x216.jpg
20200208,浦东,世博,齐八小区 品质两房 双南户型 精美装修 大客厅 采光好,350万,2室1厅 | 64.56平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-e7901ad3-bf9a-4f58-8b2b-b6ca4d5b87cc.jpg.296x216.jpg
20200208,浦东,世博,首付98万宝钢户型，六七八十三号四轨交汇,258万,2室1厅 | 44.33平米 | 南 | 精装 | 低楼层(共6层) | 1987年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-6f3a5a87-624c-40df-a891-2a24647e8ef3.jpg.296x216.jpg
20200208,浦东,世博,高区南北两房，前方无遮挡，满五唯一税费低,245万,2室1厅 | 50.73平米 | 南 | 简装 | 高楼层(共6层) | 1984年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-1a57c6d5-954d-449d-abb0-97fab2985350.jpg.296x216.jpg
20200208,浦东,世博,昌里雅苑 楼层好采光好 电梯商品房 靠6、7号地铁,990万,3室2厅 | 138.25平米 | 南 | 精装 | 高楼层(共20层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-4966affc-efcb-47e5-a7ec-a5d645808bce.jpg.296x216.jpg
20200208,浦东,世博,东边套全明两房正规厅 近地铁8/13号线成山路,316万,2室1厅 | 56.46平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-2c87cbab-633b-4567-9f2a-ed8232176f5a.jpg.296x216.jpg
20200208,浦东,世博,7号地铁品质小区 全明电梯中层 出入方便 配套完整,795万,2室2厅 | 116.54平米 | 南 | 简装 | 中楼层(共8层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-63d8289f-850d-4bcc-8427-e5bf44bcdebb.jpg.296x216.jpg
20200208,浦东,世博,近地铁双轨，万科物业，人车分流，带车位，采光好！,775万,2室2厅 | 98.82平米 | 南 北 | 精装 | 高楼层(共19层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-e5da1eed-f881-4263-870c-af33b7920426.jpg.296x216.jpg
20200208,浦东,世博,雪野二村少见顶楼带阁楼精装修可拎包，出门云台站！,449万,2室1厅 | 69.1平米 | 南 | 精装 | 高楼层(共7层) | 1987年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-8fd7c722-52a9-4eb2-b08d-4dafc18753eb.jpg.296x216.jpg
20200208,浦东,世博,齐七小区 南北两房 采光好 业主诚意出售,269万,2室1厅 | 54.08平米 | 南 | 简装 | 高楼层(共7层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-1173a84a-2efe-470a-811c-0624585e39e0.jpg.296x216.jpg
20200208,浦东,世博,7号线云台路站，商品房小区，沿河一排风景好，明亮,578万,2室2厅 | 86.79平米 | 南 | 简装 | 中楼层(共6层) | 1998年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_C7IohwA1I_1.jpg.296x216.jpg
20200208,浦东,世博,层高3.5米，满五唯一，距离地铁七号线云台路站100米,363万,2室1厅 | 65.49平米 | 东 北 | 精装 | 低楼层(共16层) | 1993年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/860a50b2-35bc-48ae-9c1c-022aa477910e_1000.jpg.296x216.jpg
20200208,浦东,世博,上南九村 世博好房 朝南户型 地铁8/13号线,212万,1室1厅 | 38.13平米 | 南 | 简装 | 高楼层(共5层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/37809e21-4b8b-4905-974c-5edae5b2a07e_1000.jpg.296x216.jpg
20200208,浦东,世博,昌五小区 白银四楼 视野宽阔 采光充足房主自荐,212万,1室1厅 | 42.12平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-b3ca3051-19df-46e1-a348-f6534c2e0f5d.jpg.296x216.jpg
20200208,浦东,世博,此房有钥匙 业主特意空关方便看房诚意出售,205万,1室0厅 | 42.12平米 | 南 | 毛坯 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_MnoPop48P_1.jpg.296x216.jpg
20200208,浦东,世博,两室一厅，高层无遮挡，小区安静，前滩，交通出行便利,230万,2室1厅 | 47.53平米 | 南 | 毛坯 | 高楼层(共6层) | 1983年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-427023d0-3e36-41da-bd0b-ce6851d55916.jpg.296x216.jpg
20200208,浦东,世博,地铁8-13号线，一梯两户，房龄新，业主诚售房主自荐,200万,1室1厅 | 42.3平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Egsg0byel_1.jpg.296x216.jpg
20200208,浦东,世博,刚需必看，诚售一房，采光好，交通便利，配套齐全。,165万,1室0厅 | 31.07平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,https://image1.ljcdn.com/310000-inspection/04f3adae-2c5f-448c-87f5-f507f3444c93_1000.jpg.296x216.jpg
20200208,浦东,世博,上钢八村  7/13号线长清站   昌里步行街,248万,2室1厅 | 49.67平米 | 南 | 简装 | 高楼层(共6层) | 1984年建 | 板楼,https://image1.ljcdn.com/310000-inspection/cdef5fe6-9c80-4057-8430-81615c7cadea_1000.jpg.296x216.jpg
20200208,浦东,世博,昌七小区 一房一厅 看房随时提前约 配套成熟出行便利,223万,1室1厅 | 44.97平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_5m910nVFM_1.jpg.296x216.jpg
20200208,浦东,世博,世博小户型房源，首付70万就可以在上海内中环定居速来,190万,1室0厅 | 34.04平米 | 南 | 简装 | 低楼层(共6层) | 1986年建 | 板楼,https://image1.ljcdn.com/310000-inspection/eb7adcd9-664b-488d-b180-a86ced5b26b5_1000.jpg.296x216.jpg
20200208,浦东,世博,精装修，边套全明户型，近地铁，板式方正,370万,2室1厅 | 67.48平米 | 南 | 精装 | 高楼层(共7层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_iE6b5KqXi_1.jpg.296x216.jpg
20200208,浦东,世博,世博新世纪低总价二楼大一房，钥匙在手  看房随时,235万,1室1厅 | 50.93平米 | 南 | 毛坯 | 低楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/5994deda-482a-4844-bf8d-de532d4b7888_1000.jpg.296x216.jpg
20200208,浦东,世博,首付103万住中环，六七八十三号四轨交汇，看房随时,289万,2室1厅 | 50.26平米 | 南 北 | 简装 | 中楼层(共6层) | 1985年建 | 板楼,https://image1.ljcdn.com/310000-inspection/32371a81-3ef2-4203-b49e-c147285eb5f0_1000.jpg.296x216.jpg
20200208,浦东,世博,电梯两房 原始户型 朝东紫气东来户型,344万,2室0厅 | 65.68平米 | 东 | 毛坯 | 低楼层(共16层) | 1993年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/1e7f3704-127f-48a6-a4c0-5fa8e2f44245_1000.jpg.296x216.jpg
20200208,浦东,世博,世博小二房 一梯二户 精装修 地铁3条线 出行便捷！,255万,2室1厅 | 47平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Q4rG8PZ3H_1.jpg.296x216.jpg
20200208,浦东,世博,德州四村   7  13号线长清站   双南户型 中间楼层,280万,2室0厅 | 49.92平米 | 南 | 简装 | 中楼层(共6层) | 1987年建 | 板楼,https://image1.ljcdn.com/310000-inspection/a79ed6c0-922b-42ca-b67e-ee6f56f8ed2d_1000.jpg.296x216.jpg
20200208,浦东,世博,边套全明，采光视野不遮挡，距离地铁7/13双轨300米,260万,2室1厅 | 50.15平米 | 东南 | 简装 | 高楼层(共6层) | 1984年建 | 板楼,https://image1.ljcdn.com/310000-inspection/620a1d20-4022-41d5-821b-f63fae64bd07_1000.jpg.296x216.jpg
20200208,浦东,世博,此房满五不唯一，南北两房西边套带窗，地理位置优越,273万,2室1厅 | 53.63平米 | 南 | 毛坯 | 高楼层(共6层) | 1983年建 | 板楼,https://image1.ljcdn.com/310000-inspection/04d314c4-dee3-4871-85fb-ac5f5bc29734_1000.jpg.296x216.jpg
20200208,浦东,世博,世博全明边套2房，楼层佳，位置好，满五唯一税少,315万,2室0厅 | 51.54平米 | 南 | 精装 | 中楼层(共6层) | 1986年建 | 板楼,https://image1.ljcdn.com/310000-inspection/ecf7bb77-ccd5-4acf-aa01-defa8904716d_1000.jpg.296x216.jpg
20200208,浦东,世博,双南小两房，小区在卖仅此一套。满五唯一，产权清晰,245万,2室0厅 | 40.9平米 | 南 | 简装 | 中楼层(共6层) | 1988年建 | 板楼,https://image1.ljcdn.com/310000-inspection/e771bedd-7c0a-4fa5-9042-f99290b4c2b0_1000.jpg.296x216.jpg
20200208,浦东,世博,地铁6/13号线，售后公房，少税，户型正气，南北通透,370万,2室1厅 | 64.99平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_0tEr8ZEKK_1.jpg.296x216.jpg
20200208,浦东,世博,上南二村 南北两房 浦东世博园 看房有钥匙 诚售,318万,2室1厅 | 50.34平米 | 南 | 其他 | 中楼层(共5层) | 1983年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_tHdLFWXbm_1.jpg.296x216.jpg
20200208,浦东,世博,高楼层 采光好 东南户型 视野开阔,265万,2室1厅 | 55.05平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_LGtgCPbui_1.jpg.296x216.jpg
20200208,浦东,世博,中区楼层，一梯两户，全明户型，配套成熟生活便利,278万,1室1厅 | 50.79平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_LPkFAKvsG_1.jpg.296x216.jpg
20200208,浦东,世博,上南五村高区一房一厅，满五唯一售后公房。,230万,1室1厅 | 40.5平米 | 南 | 其他 | 高楼层(共6层) | 1984年建 | 板楼,https://image1.ljcdn.com/310000-inspection/6b6c3da4-2027-4d1c-a28c-0db6579b8e80_1000.jpg.296x216.jpg
20200208,浦东,世博,8.13号地铁线全明带院子南北户型通透性好,288万,2室1厅 | 52.44平米 | 南 | 简装 | 低楼层(共6层) | 1984年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_YLErNcVjC_1.jpg.296x216.jpg
20200208,浦东,世博,满五唯一 非底楼 看房方便有钥匙 一梯两户,230万,1室1厅 | 42.3平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/4c9bd2a7-73fd-418b-97b2-150bc4a3788d_1000.jpg.296x216.jpg
20200208,浦东,世博,一楼东边套户型，购房成本底，户型正气。,195万,1室0厅 | 33.5平米 | 南 | 毛坯 | 低楼层(共6层) | 1982年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_N71w0zB3u_1.jpg.296x216.jpg
20200208,浦东,世博,首付94万住中环，六七八十三号四轨交汇，看房提前约房主自荐,259万,2室1厅 | 47.33平米 | 南 | 精装 | 中楼层(共6层) | 1988年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-2e5c7fba-9885-4aa7-893e-b049898bcb64.jpg.296x216.jpg
20200208,浦东,世博,首付70万买世博全明精装一房一厅，产权清晰满五唯一,188万,1室1厅 | 39.17平米 | 南 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-65da3e47-b9be-4206-91b4-ef5e7ae17792.jpg.296x216.jpg
20200208,浦东,世博,板式三开间朝南,拎包三房.宜居楼层,835万,3室2厅 | 122.78平米 | 南 北 | 精装 | 中楼层(共6层) | 2001年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-15d0b33c-2116-4686-b415-cf89229fae42.png.296x216.jpg
20200208,浦东,世博,业主急卖，急卖！地铁 南北两房,245万,2室0厅 | 50.99平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-f330525f-6d31-4260-bc94-a895126e897d.jpg.296x216.jpg
20200208,浦东,世博,此房满五年，税费少，小区入门位置交通便利8/13双轨,260万,2室1厅 | 50.39平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-0a00fe8e-ef5f-4ae8-b69a-7819f7f73185.jpg.296x216.jpg
20200208,浦东,世博,此房为小区后排，满五不唯一，户型方正,275万,1室1厅 | 50.93平米 | 南 北 | 简装 | 中楼层(共7层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-afd561be-4033-43d0-ab54-99bdf5986220.jpg.296x216.jpg
20200208,浦东,世博,世博一房一厅中间楼层房东诚心看房提前约,230万,1室1厅 | 45.35平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-63c780df-a490-4518-9355-550861c9ba56.jpg.296x216.jpg
20200208,浦东,世博,西边套中间楼层，满五不唯一两房，税少,300万,2室1厅 | 58.11平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_bN9TXOFCu_1.jpg.296x216.jpg
20200208,浦东,世博,双南两房，一梯两户，看房方便，诚心出售,338万,2室1厅 | 64.05平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_QenopjFc6_1.jpg.296x216.jpg
20200208,浦东,世博,世博源 中国馆一览无余 精装修 高层电梯两房,425万,2室1厅 | 69.52平米 | 南 | 精装 | 高楼层(共16层) | 1993年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_wYAXVwjts_1.jpg.296x216.jpg
20200208,浦东,世博,7号线云台路站 沃尔玛旁 花苑三期品质三房 带大阁楼,888万,3室2厅 | 127.71平米 | 南 | 精装 | 高楼层(共5层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/1a70f3be-cd4e-4268-9955-5f0cd5512e99_1000.jpg.296x216.jpg
20200208,浦东,世博,此房满五年唯一，总价低，生活配套齐全，房东诚心出售房主自荐,363万,2室1厅 | 67.68平米 | 南 | 简装 | 中楼层(共7层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_v4xxnpxmO_1.jpg.296x216.jpg
20200208,浦东,世博,齐七小区 两房两厅 次顶楼边套 一梯两户 6/7/13号地铁房主自荐,415万,2室2厅 | 70.83平米 | 南 | 简装 | 高楼层(共7层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_j766eGpPA_1.jpg.296x216.jpg
20200208,浦东,世博,紫竹华庭 3室2厅 780万,780万,3室2厅 | 116.34平米 | 南 北 | 精装 | 低楼层(共18层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_wkREWYNQv_1.jpg.296x216.jpg
20200208,浦东,世博,精装修原始三房，一手动迁满五唯一，看中可谈,390万,3室2厅 | 69.41平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ixDxrhthk_1.jpg.296x216.jpg
20200208,浦东,世博,昌四小区 楼层好采光好 靠6、13号地铁 诚心出售,310万,2室1厅 | 60.86平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_bDzDePQfp_1.jpg.296x216.jpg
20200208,浦东,世博,齐七小区 满五年 次顶楼边套 一梯两户 6/7/13号地铁,239万,1室1厅 | 42.57平米 | 南 | 精装 | 高楼层(共7层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_LXwbUHCyF_1.jpg.296x216.jpg
20200208,浦东,世博,世博大平层  三房两卫   视野开阔  采光充足 楼下地铁,880万,3室2厅 | 180.02平米 | 东南 | 其他 | 高楼层(共28层) | 2003年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_vDOlgEep2_1.jpg.296x216.jpg
20200208,浦东,世博,满五唯一，高层复式，采光无遮挡,1190万,3室2厅 | 180.47平米 | 南 | 简装 | 高楼层(共18层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_kK9nqw9P2_1.jpg.296x216.jpg
20200208,浦东,世博,地铁6/13号线，东明路站，满五唯一，精装修，采光好！,420万,2室2厅 | 79平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Q5nY9eT9x_1.jpg.296x216.jpg
20200208,浦东,世博,景观房，单价低，电梯房近地铁，东西朝向，采光充足。,650万,3室2厅 | 125平米 | 东南 | 简装 | 中楼层(共16层) | 1993年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_EX7IilGv9_1.jpg.296x216.jpg
20200208,浦东,世博,7/8线地铁口，电梯房，精装修，户型正气,640万,3室1厅 | 109.38平米 | 南 | 精装 | 低楼层(共16层) | 1989年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/2a3f3807-3155-476d-bd3d-e6dd4c600003_1000.jpg.296x216.jpg
20200208,浦东,世博,南北格局棒，楼层佳，装修保养好，一梯两户,780万,3室2厅 | 111.93平米 | 南 | 精装 | 中楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_uPcZIHyvF_1.jpg.296x216.jpg
20200208,浦东,世博,2002年商品房，一楼带花园，精装保养好，满五唯一,575万,2室2厅 | 91.05平米 | 南 | 精装 | 低楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/1d5a0cbb-05f6-42e8-bb0f-2cfd3a7dba15_1000.jpg.296x216.jpg
20200208,浦东,世博,98年商品房 精装修拎包入住一梯两户，看房随时可以,450万,2室2厅 | 80.83平米 | 南 | 精装 | 高楼层(共7层) | 1998年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_EoFd2lfB7_1.jpg.296x216.jpg
20200208,浦东,世博,雪野电梯三房 飞机户型 电梯高层,999万,3室2厅 | 134.14平米 | 南 | 精装 | 中楼层(共8层) | 2001年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_KSTKJSVLR_1.jpg.296x216.jpg
20200208,浦东,世博,精装两房一厅，边套，双轨，交通便利，户型好，楼层佳,340万,2室1厅 | 51.86平米 | 南 | 精装 | 低楼层(共6层) | 1984年建 | 板楼,https://image1.ljcdn.com/310000-inspection/6d31ff46-32d1-4a73-81f1-38155b537f72_1000.jpg.296x216.jpg
20200208,浦东,世博,低楼层 两房朝南 居家自住 全明户型,385万,2室1厅 | 68.84平米 | 南 | 简装 | 低楼层(共7层) | 1992年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_LNIbHnC2w_1.jpg.296x216.jpg
20200208,浦东,世博,昌四小区 楼层好采光好 靠6、13号地铁 诚心出售,298万,2室1厅 | 57.68平米 | 南 | 其他 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_I2IiGbj8L_1.jpg.296x216.jpg
20200208,浦东,世博,房子满五年，双轨交通，距离世博园800米房主自荐,210万,1室0厅 | 33.91平米 | 南 | 简装 | 高楼层(共6层) | 1980年建 | 板楼,https://image1.ljcdn.com/310000-inspection/17457f47-a26a-4254-bd32-fb3d18d110cc_1000.jpg.296x216.jpg
20200208,浦东,世博,7/8号耀华路地铁口，户型正，采光棒，通风好，税少,212万,1室1厅 | 33.91平米 | 南 | 精装 | 高楼层(共6层) | 1982年建 | 板楼,https://image1.ljcdn.com/310000-inspection/cb97ce37-eceb-45f6-b61f-be4a93191cd3_1000.jpg.296x216.jpg
20200208,浦东,世博,此房满二不唯一，税费少，业主诚意出售,308万,1室1厅 | 42.54平米 | 西南 | 简装 | 中楼层(共18层) | 2001年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_PouDOaRlu_1.jpg.296x216.jpg
20200208,浦东,世博,轨道密集，生活方便，近地铁，看房有钥匙随时,180万,1室1厅 | 37.73平米 | 南 | 毛坯 | 高楼层(共7层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_SgM8HfGdY_1.jpg.296x216.jpg
20200208,浦东,世博,地铁口  配套齐全  交通便利,275万,2室0厅 | 52.98平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-14b3f543-a243-400d-9b9a-835e1ee3b7dd.png.296x216.jpg
20200208,浦东,世博,首付84万住中环，六七八十三号四轨交汇，看房提前约,215万,1室1厅 | 42.98平米 | 东南 | 精装 | 中楼层(共6层) | 1986年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-06072644-a1e7-4a9a-9307-25de1bc005bd.jpg.296x216.jpg
20200208,浦东,世博,东边套厨卫全明户型，带四到六平户外储藏室，非底楼,239万,1室1厅 | 46.11平米 | 南 | 简装 | 低楼层(共6层) | 1989年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-6692c651-339e-44b2-846d-9b99a0196d32.png.296x216.jpg
20200208,浦东,世博,南北电梯两房，交通便利，出行方便,420万,2室1厅 | 70平米 | 南 北 | 简装 | 高楼层(共18层) | 1993年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/test-0c216d6f-1de9-4ebf-9075-1dc7293495c1.png.296x216.jpg
