20200208,浦东,金杨,正气三房 业主置换 诚意出售  满五唯一 产权清晰必看好房,992万,3室2厅 | 121平米 | 南 | 简装 | 低楼层(共11层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_1JcDFPE74.jpg.296x216.jpg
20200208,浦东,金杨,近9号6号以及14号，小户型总价低，业主诚意出售,218万,1室1厅 | 47.27平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-1be7939a-cc60-4356-9b0d-44d16ce4581f.jpg.296x216.jpg
20200208,浦东,金杨,全明户型 满五唯一  小区花园位置采光通风好 看房方便,313万,2室1厅 | 62.97平米 | 南 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ItvR2pRf9_1.jpg.296x216.jpg
20200208,浦东,金杨,品质小区，商品房精装两房，大采光，楼层好,618万,2室1厅 | 89.35平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_EyfDaONhx.jpg.296x216.jpg
20200208,浦东,金杨,9号线蓝天路  总价低 电梯精装修两房  税费少 随时看,315万,2室1厅 | 71.86平米 | 南 | 精装 | 低楼层(共24层) | 1996年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/prod-b8a3e5a1-a3a0-4abd-953f-b985c5976ded.jpg.296x216.jpg
20200208,浦东,金杨,黄山始信苑 2室2厅 640万,640万,2室2厅 | 70.6平米 | 南 | 精装 | 低楼层(共6层) | 1998年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_fWXPx8SIf_1.jpg.296x216.jpg
20200208,浦东,金杨,福利分房 免增值税 双南全明户型 楼层好 视野开阔,420万,2室1厅 | 75.68平米 | 南 | 简装 | 低楼层(共22层) | 1996年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/prod-7fadf433-d6ea-49f5-b8f4-ea42293782fe.jpg.296x216.jpg
20200208,浦东,金杨,一手动迁+满五唯一+三轨交通（6+9+14）,300万,2室1厅 | 59.95平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-c4e5a6c9-a220-4de7-9a01-8474fbb7b227.jpg.296x216.jpg
20200208,浦东,金杨,满五年且唯一 精装修拎包入住 刚需好选择,170万,1室1厅 | 28.79平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_AYEBUWWeA_1.jpg.296x216.jpg
20200208,浦东,金杨,金杨新村十一街坊 2室2厅 365万,365万,2室2厅 | 73.34平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-396707d4-ed23-4037-9376-f6df222720af.jpg.296x216.jpg
20200208,浦东,金杨,此房为电梯大两房，中区位置，全明户型，采光好通透,630万,2室2厅 | 101平米 | 南 | 简装 | 中楼层(共18层) | 2000年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/prod-ed0eecf3-aa5e-4f44-8b29-2be9e8af9468.jpg.296x216.jpg
20200208,浦东,金杨,香山新村~双南两房一厅小区中间位置采光好，诚意出售,285万,2室1厅 | 59.87平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-0c3e54a4-fe93-4364-b160-2cc5dd7fffcf.jpg.296x216.jpg
20200208,浦东,金杨,非顶楼双南两房，视野开阔，采光好，9号线蓝天路站,310万,2室1厅 | 59.7平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-83c6024a-63e3-4bbd-a306-9e428f331056.jpg.296x216.jpg
20200208,浦东,金杨,满五年 蓝天路云山路地铁 5楼 户型正气 价格可谈,280万,2室1厅 | 51.73平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-1ec1307e-be65-422a-9fc3-423d70628762.jpg.296x216.jpg
20200208,浦东,金杨,此房满五年不唯一税费少两房朝西南中间楼层上下方便,606万,2室1厅 | 78.35平米 | 东 | 精装 | 中楼层(共4层) | 1998年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_MHSO1k5RH_1.jpg.296x216.jpg
20200208,浦东,金杨,金杨七街坊 2室1厅 343万,343万,2室1厅 | 64.52平米 | 南 | 其他 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-00da5946-5a60-473c-bd4e-76c41e9caf85.jpg.296x216.jpg
20200208,浦东,金杨,金杨三街坊+户型方正+一梯两户+不靠马路+近地铁,205万,1室1厅 | 42.71平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-988dfd8b-8f22-45bb-b3b4-1a224e4627bc.jpg.296x216.jpg
20200208,浦东,金杨,婚房装修，拎包即住。主卧朝南，阳光充足，诚售,215万,1室1厅 | 46.37平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-aabab801-9c8d-4b98-9a80-8d5531f044d7.jpg.296x216.jpg
20200208,浦东,金杨,简单三房 ， 交通便利！价格可议！随时看！,365万,3室1厅 | 86.78平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_C7kZkhOhb_1.jpg.296x216.jpg
20200208,浦东,金杨,直套一房 楼层好 视野开阔 看房方便,240万,1室1厅 | 46.67平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-e262159d-a167-4940-9abe-bc6584eb1364.jpg.296x216.jpg
20200208,浦东,金杨,诚意出售 价格可谈 单价低 满五唯一 三房朝南 采光好,500万,3室2厅 | 113.31平米 | 南 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-a456f876-024e-4124-8119-da9bbb1ef2ee.png.296x216.jpg
20200208,浦东,金杨,一梯两户，采光好，房型正气，厨卫朝北，户型都有窗。,200万,1室1厅 | 43.13平米 | 南 | 简装 | 高楼层(共7层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-c06ef35c-0d72-446f-ae5b-c45087a4f401.jpg.296x216.jpg
20200208,浦东,金杨,九号线地铁口，交通发达，业主急售,550万,2室2厅 | 106平米 | 南 | 精装 | 高楼层(共24层) | 1997年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/prod-b5b96e86-3c93-4915-b0e3-d25edb964e4c.jpg.296x216.jpg
20200208,浦东,金杨,香山新村东北街坊 房东诚意 出售 采光明媚,208万,1室1厅 | 45.11平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-f025be7b-8b91-4d97-afdb-7235e5e8ee71.jpg.296x216.jpg
20200208,浦东,金杨,房改售房，小区位置好，有3条地铁线，出行方便房主自荐,218万,1室1厅 | 48.73平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-bb7c76fd-9415-4c2a-bc99-dc48549f8b8d.jpg.296x216.jpg
20200208,浦东,金杨,满五年，精装修，近蓝天路，交通便利，三轨交通房主自荐,385万,3室1厅 | 74.34平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-10d2ee2d-54f3-48b3-b342-f486e44b3448.jpg.296x216.jpg
20200208,浦东,金杨,双南全明+一梯2户+精装修+拎包入住+房东诚售+看房方便房主自荐,413万,2室1厅 | 75.55平米 | 南 | 精装 | 高楼层(共7层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-c7445470-630f-4eb2-a526-e030974b973a.jpg.296x216.jpg
20200208,浦东,金杨,地铁9号线蓝天路站 朝南俩室 一梯二户 精装修 刚需房房主自荐,328万,2室1厅 | 73.15平米 | 南 | 精装 | 高楼层(共7层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-8ceb5dc9-cccd-4e44-8c9c-7eaf68160f09.jpg.296x216.jpg
20200208,浦东,金杨,安静位置  水景房  电梯 南北通透 业主诚意,785万,2室2厅 | 97.58平米 | 南 北 | 精装 | 低楼层(共11层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ZNpN64gHw.jpg.296x216.jpg
20200208,浦东,金杨,楼层好，位置佳！看房方便！房东自住！已看中新房！,305万,2室1厅 | 62.44平米 | 东南 | 毛坯 | 中楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_txPJD7uVl_1.jpg.296x216.jpg
20200208,浦东,金杨,中内环间，位置佳，房型方正，全明户型！房主自荐,290万,2室1厅 | 61.46平米 | 西南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-540350a5-6d83-4df1-a29e-819327f053d0.png.296x216.jpg
20200208,浦东,金杨,边套通风好，采光充足，户型方正，单价低压力小,290万,2室1厅 | 61.46平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-1a166a92-2291-4007-9fbd-368b93dbc0aa.jpg.296x216.jpg
20200208,浦东,金杨,此房南北格局、通风效果比较好 精装修改全明两室户,220万,1室1厅 | 48.22平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-3cc16f9a-fc07-4fe4-ad7b-7046e5ae6baa.png.296x216.jpg
20200208,浦东,金杨,满五年，楼层好，中间楼层双南大两房房主自荐,335万,2室1厅 | 68.61平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-efb79cce-7624-4d94-a5bb-0607b63e2cb5.jpg.296x216.jpg
20200208,浦东,金杨,装修好，税费少，房东诚意出售，看房基本方便的,225万,1室1厅 | 48.15平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-769d4cc5-974f-42a8-bcf6-0159fb91e34c.jpg.296x216.jpg
20200208,浦东,金杨,楼栋距相当于黄埔大桥，二楼采光都没问题，何况5楼,226万,1室1厅 | 48.15平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-009e919b-f866-423f-a14d-8634f5d81443.jpg.296x216.jpg
20200208,浦东,金杨,银山路187弄+交通方便+配套齐全+诚心出售,265万,1室2厅 | 61.17平米 | 南 | 毛坯 | 高楼层(共7层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_8CZ6NmAo8_1.jpg.296x216.jpg
20200208,浦东,金杨,双南正气户型+20万精装修+满二+诚心出售房主自荐,338万,2室1厅 | 64.29平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-697e7fca-102d-4f52-91ab-c67e6aa52108.jpg.296x216.jpg
20200208,浦东,金杨,金杨公寓 3室2厅 580万,580万,3室2厅 | 108.09平米 | 南 | 精装 | 低楼层(共24层) | 1996年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_FGziXnBg9_1.jpg.296x216.jpg
20200208,浦东,金杨,小区位置佳户型正气精装修一梯两户前无遮挡,360万,2室1厅 | 65.8平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_fwlDyT5sD.jpg.296x216.jpg
20200208,浦东,金杨,楼层好，视野开阔，景色优美，户型佳，拎包住！房主自荐,385万,2室1厅 | 82.06平米 | 南 | 简装 | 中楼层(共24层) | 1996年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/pc1_0Di2HWAC6_1.jpg.296x216.jpg
20200208,浦东,金杨,三轨地铁 双南俩房，户型正气  房东诚意出售,338万,2室1厅 | 60.43平米 | 南 | 简装 | 中楼层(共7层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_AywSVVTXr_1.jpg.296x216.jpg
